Symbol,OptionType,Strike,OpenDate,CloseDate,DaysHeld,Premium,Cost,NetPnL,ProfitPct,VIX,VIXBucket,RSI,RSIBucket
ANET,C,2026-08-21,2026-03-04,2026-03-30,26,485.34,249.66,235.67999999999998,0.48559772530597106,21.149999618530273,20-35 (pause zone),45.02814273560351,30-70 (neutral)
ANET,C,2026-12-18,2026-02-27,2026-05-04,66,734.34,5263.32,-4528.98,-6.167415638532559,19.860000610351562,<20 (bull),45.86527928169527,30-70 (neutral)
ANET,C,2026-12-18,2026-03-02,2026-05-04,63,839.34,5263.32,-4423.98,-5.270784187575952,21.440000534057617,20-35 (pause zone),37.09543233502225,30-70 (neutral)
ANET,C,2027-03-19,2026-05-04,2026-05-06,2,2081.3,1204.66,876.6400000000001,0.42119828953058186,18.290000915527344,<20 (bull),67.51102901775127,30-70 (neutral)
APH,P,2026-08-21,2026-04-06,2026-04-13,7,456.34,275.66,180.67999999999995,0.3959328570802471,24.170000076293945,20-35 (pause zone),38.30269428252443,30-70 (neutral)
APH,P,2026-11-20,2026-02-26,2026-04-29,62,756.34,614.66,141.68000000000006,0.18732316154110593,18.6299991607666,<20 (bull),77.02282308532594,>70 (overbought)
APH,P,2027-03-19,2026-04-16,2026-06-17,62,995.32,830.66,164.66000000000008,0.16543423220672757,17.940000534057617,<20 (bull),81.29390896679728,>70 (overbought)
APH,P,2026-08-21,2026-06-12,2026-06-16,4,465.33,288.66,176.66999999999996,0.37966604345303323,17.68000030517578,<20 (bull),69.5997140834534,30-70 (neutral)
APH,P,2026-12-18,2026-04-30,2026-06-18,49,1979.3,1393.66,585.6399999999999,0.2958823826605365,16.889999389648438,<20 (bull),59.44928573355666,30-70 (neutral)
APH,P,2026-12-18,2026-06-18,2026-06-18,0,1309.31,1393.66,-84.35000000000014,-0.0644232458317741,16.399999618530273,<20 (bull),65.53557648699854,30-70 (neutral)
APH,C,2026-12-18,2026-04-06,2026-06-23,78,679.34,1676.66,-997.32,-1.4680719521888892,24.170000076293945,20-35 (pause zone),38.30269428252443,30-70 (neutral)
APH,C,2027-03-19,2026-05-04,2026-05-08,4,666.33,630.66,35.67000000000007,0.05353203367700699,18.290000915527344,<20 (bull),38.26669969556912,30-70 (neutral)
APP,P,2026-05-15,2026-02-20,2026-03-05,13,3032.34,1675.66,1356.68,0.44740365526293224,19.09000015258789,<20 (bull),43.22116264630529,30-70 (neutral)
APP,P,2026-11-20,2026-03-05,2026-05-04,60,5360.34,3944.66,1415.6800000000003,0.2641026502050244,23.75,20-35 (pause zone),76.2305167962015,>70 (overbought)
APP,P,2026-07-17,2026-05-08,2026-05-21,13,1199.32,854.66,344.65999999999997,0.28737951505853315,17.190000534057617,<20 (bull),44.30958223418548,30-70 (neutral)
APP,P,2026-08-21,2026-06-12,2026-06-29,17,1863.3,1210.66,652.6399999999999,0.35026029088176885,17.68000030517578,<20 (bull),52.52907803725512,30-70 (neutral)
APP,P,2027-06-17,2026-05-04,2026-05-27,23,8037.17,6195.66,1841.5100000000002,0.22912418177044908,18.290000915527344,<20 (bull),61.42282737209032,30-70 (neutral)
APP,P,2026-08-21,2026-05-12,2026-05-27,15,3027.28,1771.66,1255.6200000000001,0.41476837292883384,17.989999771118164,<20 (bull),51.829718524411106,30-70 (neutral)
APP,P,2026-04-17,2026-03-09,2026-04-15,37,2209.34,480.66,1728.68,0.7824418152027302,25.5,20-35 (pause zone),77.75807637781429,>70 (overbought)
APP,P,2026-07-17,2026-06-09,2026-07-01,22,835.32,380.66,454.66,0.5442944021452857,19.8700008392334,<20 (bull),58.750901785459234,30-70 (neutral)
APP,P,2026-12-18,2026-05-04,2026-05-27,23,8324.17,5720.66,2603.51,0.31276511652212774,18.290000915527344,<20 (bull),61.42282737209032,30-70 (neutral)
APP,P,2026-06-18,2026-04-15,2026-05-04,19,5239.23,3807.66,1431.5699999999997,0.27324053343716537,18.170000076293945,<20 (bull),55.64444493765782,30-70 (neutral)
APP,P,2026-07-17,2026-04-20,2026-05-04,14,5613.22,5210.66,402.5600000000004,0.07171641232661474,18.8700008392334,<20 (bull),78.41029096870935,>70 (overbought)
APP,C,2026-06-18,2026-04-01,2026-05-04,33,3234.34,5627.66,-2393.3199999999997,-0.7399716789205834,24.540000915527344,20-35 (pause zone),33.21872103738065,30-70 (neutral)
APP,C,2026-05-15,2026-02-18,2026-03-26,36,3003.34,2040.66,962.6800000000001,0.3205364693974042,19.6200008392334,<20 (bull),36.47856974432085,30-70 (neutral)
APP,C,2026-08-21,2026-03-26,2026-05-04,39,4591.34,7579.66,-2988.3199999999997,-0.6508600974878793,27.440000534057617,20-35 (pause zone),23.712021355793794,<30 (oversold)
APP,C,2026-12-18,2026-03-26,2026-05-26,61,6759.34,12816.66,-6057.32,-0.8961407474694274,27.440000534057617,20-35 (pause zone),23.712021355793794,<30 (oversold)
APP,C,2026-08-21,2026-05-04,2026-05-26,22,5344.23,6642.66,-1298.4300000000003,-0.24295922892540187,18.290000915527344,<20 (bull),61.42282737209032,30-70 (neutral)
APP,C,2027-06-17,2026-04-24,2026-05-26,32,10362.13,14250.66,-3888.5300000000007,-0.37526357997824783,18.709999084472656,<20 (bull),58.51547823609541,30-70 (neutral)
ASML,P,2026-09-18,2026-01-05,2026-01-21,16,9739.34,7466.66,2272.6800000000003,0.23335051451125027,14.899999618530273,<20 (bull),73.75072510993729,>70 (overbought)
ASTS,P,2026-11-20,2026-06-25,2026-06-26,1,579.33,485.66,93.67000000000002,0.16168677610342985,18.889999389648438,<20 (bull),23.569703623667834,<30 (oversold)
AXON,C,2026-06-18,2026-04-10,2026-04-30,20,1795.3,4065.66,-2270.3599999999997,-1.2646131565755026,19.229999542236328,<20 (bull),18.221792722254946,<30 (oversold)
AXON,C,2026-05-22,2026-05-06,2026-05-07,1,1929.3,2830.66,-901.3599999999999,-0.4671953558285388,17.389999389648438,<20 (bull),45.006911834538066,30-70 (neutral)
AXON,C,2026-05-15,2026-04-29,2026-04-30,1,1449.31,2215.66,-766.3499999999999,-0.528768862424188,18.809999465942383,<20 (bull),71.52858143033453,>70 (overbought)
AXON,C,2026-06-26,2026-05-08,2026-05-13,5,1609.31,1000.66,608.65,0.37820556636073843,17.190000534057617,<20 (bull),49.916676656749246,30-70 (neutral)
AXON,C,2026-06-18,2026-04-30,2026-05-05,5,1955.3,1165.66,789.6399999999999,0.40384595714212645,16.889999389648438,<20 (bull),75.34508254600638,>70 (overbought)
AXON,P,2026-06-18,2026-03-03,2026-06-02,91,3029.34,2100.66,928.6800000000003,0.30656182534809573,23.56999969482422,20-35 (pause zone),79.48845373422235,>70 (overbought)
AXON,C,2026-06-18,2026-04-07,2026-04-10,3,1279.31,516.66,762.65,0.5961416701190485,25.780000686645508,20-35 (pause zone),14.109308172143642,<30 (oversold)
AXON,C,2026-09-18,2026-05-01,2026-05-13,12,3749.26,2100.66,1648.6000000000004,0.43971343678485897,16.989999771118164,<20 (bull),72.00453767338821,>70 (overbought)
AXON,C,2026-05-15,2026-04-01,2026-04-07,6,1848.34,805.66,1042.6799999999998,0.5641169914626096,24.540000915527344,20-35 (pause zone),26.556603586670377,<30 (oversold)
AXON,C,2026-06-18,2026-02-04,2026-03-30,54,2779.34,1587.66,1191.68,0.4287636633157512,18.639999389648438,<20 (bull),8.020814556357124,<30 (oversold)
AXON,C,2026-09-18,2026-02-20,2026-04-08,47,4030.34,1683.66,2346.6800000000003,0.5822536063954903,19.09000015258789,<20 (bull),35.69165227848947,30-70 (neutral)
AXON,C,2026-09-18,2026-05-04,2026-05-11,7,1657.31,1450.66,206.64999999999986,0.12469000971453734,18.290000915527344,<20 (bull),57.644416452200225,30-70 (neutral)
AXON,C,2026-12-18,2026-01-30,2026-04-29,89,7247.34,3015.66,4231.68,0.5838942287791107,17.440000534057617,<20 (bull),13.996803882699439,<30 (oversold)
AXON,C,2026-06-18,2026-03-03,2026-03-16,13,4907.34,2000.66,2906.6800000000003,0.5923127396919716,23.56999969482422,20-35 (pause zone),79.48845373422235,>70 (overbought)
AXON,C,2027-01-15,2026-03-17,2026-04-29,43,6829.34,3044.66,3784.6800000000003,0.5541794668298841,22.3700008392334,20-35 (pause zone),46.40461141567237,30-70 (neutral)
AXON,C,2026-12-18,2026-01-09,2026-01-30,21,10019.34,4700.66,5318.68,0.5308413528236391,14.489999771118164,<20 (bull),70.18111760310416,>70 (overbought)
BA,P,2026-05-15,2026-01-14,2026-01-22,8,365.34,245.66,119.67999999999998,0.3275852630426452,16.75,<20 (bull),81.5996049784988,>70 (overbought)
BE,P,2027-06-17,2026-05-08,2026-05-13,5,4536.25,4256.66,279.59000000000015,0.061634610085423015,17.190000534057617,<20 (bull),63.49918094059408,30-70 (neutral)
BE,P,2026-09-18,2026-06-16,2026-06-24,8,2044.3,1400.66,643.6399999999999,0.31484615760896145,16.40999984741211,<20 (bull),46.50962067532123,30-70 (neutral)
BE,P,2026-07-17,2026-05-26,2026-06-16,21,1132.32,805.66,326.65999999999997,0.2884873533983326,17.010000228881836,<20 (bull),51.909822276181515,30-70 (neutral)
BRKB,P,2027-06-17,2026-05-11,2026-05-13,2,1381.31,1280.66,100.64999999999986,0.07286561307744088,18.3799991607666,<20 (bull),,unknown
BRKB,P,2026-12-18,2026-05-04,2026-05-12,8,1469.31,1080.66,388.64999999999986,0.26451191375543615,18.290000915527344,<20 (bull),,unknown
COIN,P,2026-12-18,2026-02-20,2026-03-17,25,1608.34,1100.66,507.67999999999984,0.31565465013616517,19.09000015258789,<20 (bull),41.01145423343632,30-70 (neutral)
COIN,P,2026-07-17,2026-05-01,2026-05-05,4,1329.31,1006.66,322.65,0.24271990732033913,16.989999771118164,<20 (bull),58.295292368096646,30-70 (neutral)
COIN,C,2026-07-31,2026-06-25,2026-06-30,5,599.33,370.66,228.67000000000002,0.38154272270702283,18.889999389648438,<20 (bull),35.92915581472383,30-70 (neutral)
COIN,C,2026-07-17,2026-06-05,2026-06-24,19,511.33,300.66,210.66999999999996,0.41200398959576,21.510000228881836,20-35 (pause zone),25.526107958835468,<30 (oversold)
COIN,C,2026-06-26,2026-05-27,2026-06-03,7,509.33,247.66,261.66999999999996,0.5137533622602242,16.290000915527344,<20 (bull),38.423970269026036,30-70 (neutral)
COIN,C,2026-07-17,2026-03-31,2026-05-06,36,1411.34,2415.66,-1004.3199999999999,-0.7116074085620757,25.25,20-35 (pause zone),37.122029826775375,30-70 (neutral)
COIN,C,2026-06-05,2026-05-07,2026-05-08,1,574.33,213.66,360.6700000000001,0.6279839116884022,17.079999923706055,<20 (bull),42.66755281491541,30-70 (neutral)
COIN,C,2026-06-12,2026-05-08,2026-05-18,10,609.33,405.66,203.67000000000002,0.33425237556004134,17.190000534057617,<20 (bull),44.43499861151122,30-70 (neutral)
COIN,C,2026-09-18,2026-05-08,2026-06-02,25,1509.31,1284.66,224.64999999999986,0.14884284871895095,17.190000534057617,<20 (bull),44.43499861151122,30-70 (neutral)
COIN,C,2026-07-17,2026-03-11,2026-03-25,14,1917.34,1200.66,716.6799999999998,0.37378868640929613,24.229999542236328,20-35 (pause zone),65.30288012768186,30-70 (neutral)
COIN,C,2026-09-18,2026-05-06,2026-05-27,21,1804.3,1015.66,788.64,0.4370891758576733,17.389999389648438,<20 (bull),48.99104693288213,30-70 (neutral)
COIN,C,2027-01-15,2026-03-25,2026-06-02,69,3221.34,2315.66,905.6800000000003,0.2811500804013238,25.329999923706055,20-35 (pause zone),33.71708796082508,30-70 (neutral)
COIN,C,2026-09-18,2026-03-02,2026-03-30,28,1943.34,1053.66,889.6799999999998,0.45780975022384135,21.440000534057617,20-35 (pause zone),57.98491079941555,30-70 (neutral)
COIN,C,2026-12-18,2026-05-06,2026-06-01,26,2789.28,1955.66,833.6200000000001,0.29886565708713364,17.389999389648438,<20 (bull),48.99104693288213,30-70 (neutral)
COIN,C,2027-03-19,2026-04-06,2026-06-24,79,2929.34,1600.66,1328.68,0.4535765735626455,24.170000076293945,20-35 (pause zone),33.06824399351687,30-70 (neutral)
COIN,C,2026-05-15,2026-03-04,2026-03-11,7,691.34,450.66,240.68,0.34813550496137935,21.149999618530273,20-35 (pause zone),71.76102866042612,>70 (overbought)
COIN,C,2027-01-15,2026-03-05,2026-03-25,20,2874.34,1800.66,1073.68,0.3735396647578227,23.75,20-35 (pause zone),77.11481061799766,>70 (overbought)
COST,P,2027-03-19,2026-06-02,2026-06-05,3,1293.31,1175.66,117.64999999999986,0.09096813602307248,15.770000457763672,<20 (bull),35.323232264345634,30-70 (neutral)
COST,P,2027-06-17,2026-06-04,2026-06-23,19,2849.28,2823.66,25.620000000000346,0.008991745283018989,15.399999618530273,<20 (bull),34.95894835300419,30-70 (neutral)
CRCL,P,2026-10-16,2026-03-09,2026-03-17,8,1773.34,1340.66,432.67999999999984,0.24399156394148885,25.5,20-35 (pause zone),85.0796340810578,>70 (overbought)
CRCL,C,2026-10-16,2026-06-08,2026-06-24,16,1242.31,620.66,621.65,0.5003984512722267,18.920000076293945,<20 (bull),26.94888354912574,<30 (oversold)
CRCL,C,2027-03-19,2026-06-24,2026-06-26,2,1276.31,1323.66,-47.350000000000136,-0.03709913735691183,18.6299991607666,<20 (bull),28.565038413413788,<30 (oversold)
CRCL,C,2026-09-18,2026-03-31,2026-06-05,66,864.34,423.66,440.68,0.5098456625864821,25.25,20-35 (pause zone),38.409276270691656,30-70 (neutral)
CRCL,C,2026-10-16,2026-03-04,2026-03-31,27,1573.34,1000.66,572.68,0.36398998309329195,21.149999618530273,20-35 (pause zone),87.28959907213505,>70 (overbought)
CRCL,C,2027-06-17,2026-04-28,2026-06-08,41,2011.3,1600.66,410.6399999999999,0.20416645950380344,17.829999923706055,<20 (bull),49.927869885270496,30-70 (neutral)
CRCL,C,2026-12-18,2026-04-14,2026-04-28,14,1399.31,1142.66,256.64999999999986,0.18341182439916806,18.360000610351562,<20 (bull),53.52941125138641,30-70 (neutral)
CRM,C,2026-08-21,2026-06-12,2026-06-18,6,618.33,245.66,372.6700000000001,0.6027040577038152,17.68000030517578,<20 (bull),41.25123163283117,30-70 (neutral)
CRM,C,2026-09-18,2026-05-13,2026-06-18,36,1133.32,400.66,732.6599999999999,0.646472311438958,17.8700008392334,<20 (bull),43.183475450283325,30-70 (neutral)
CRM,C,2026-06-18,2026-05-07,2026-05-08,1,807.32,520.66,286.6600000000001,0.35507605410493986,17.079999923706055,<20 (bull),53.59711844742006,30-70 (neutral)
CRM,C,2026-07-17,2026-05-27,2026-06-08,12,678.33,470.66,207.67000000000002,0.30614892456473985,16.290000915527344,<20 (bull),46.33026950584256,30-70 (neutral)
CRM,C,2026-09-18,2026-04-09,2026-06-16,68,934.32,530.66,403.6600000000001,0.4320361332305849,19.489999771118164,<20 (bull),25.30685394286128,<30 (oversold)
CRM,C,2026-08-21,2026-05-01,2026-05-13,12,591.33,350.66,240.67000000000002,0.4069977846549304,16.989999771118164,<20 (bull),59.71730820038066,30-70 (neutral)
CRM,C,2026-08-21,2026-04-07,2026-04-09,2,445.33,244.66,200.67,0.450609660251948,25.780000686645508,20-35 (pause zone),33.91508093444757,30-70 (neutral)
CRM,C,2026-12-18,2026-03-24,2026-06-11,79,1179.34,625.66,553.68,0.46948293113097156,26.950000762939453,20-35 (pause zone),40.236801529670245,30-70 (neutral)
CRM,C,2026-08-21,2026-02-20,2026-03-24,32,879.34,425.66,453.68,0.5159324038483408,19.09000015258789,<20 (bull),26.535203312010793,<30 (oversold)
CRM,C,2026-11-20,2026-03-18,2026-04-10,23,1066.34,409.66,656.6799999999998,0.6158260967421272,25.09000015258789,20-35 (pause zone),44.941820403029496,30-70 (neutral)
CRM,C,2027-03-19,2026-03-18,2026-04-13,26,1459.34,794.66,664.68,0.45546616963832964,25.09000015258789,20-35 (pause zone),44.941820403029496,30-70 (neutral)
CRM,C,2026-08-21,2026-01-16,2026-02-17,32,1542.34,545.66,996.68,0.6462128972859421,15.859999656677246,<20 (bull),19.68261640963523,<30 (oversold)
CRM,C,2026-04-17,2026-01-14,2026-01-16,2,564.34,315.66,248.68,0.44065634192153663,16.75,<20 (bull),28.094036242271144,<30 (oversold)
CRM,C,2026-12-18,2026-02-04,2026-03-11,35,1017.34,610.66,406.68000000000006,0.39974836337900804,18.639999389648438,<20 (bull),19.125996494162493,<30 (oversold)
CRM,C,2027-01-15,2026-01-21,2026-03-11,49,1589.34,700.66,888.68,0.5591503391344835,16.899999618530273,<20 (bull),19.361517950058897,<30 (oversold)
CRWD,P,2027-03-19,2026-04-08,2026-05-08,30,2609.29,1678.66,930.6299999999999,0.35666024090844634,21.040000915527344,20-35 (pause zone),46.82203955436682,30-70 (neutral)
CRWD,P,2026-12-18,2026-04-16,2026-04-27,11,2934.28,2242.66,691.6200000000003,0.2357034775140751,17.940000534057617,<20 (bull),57.301896319041276,30-70 (neutral)
CRWD,P,2026-07-17,2026-04-30,2026-05-05,5,1664.31,1275.66,388.64999999999986,0.23352019755934886,16.889999389648438,<20 (bull),74.66185116285574,>70 (overbought)
CRWD,P,2026-07-17,2026-05-04,2026-05-07,3,1945.3,1323.66,621.6399999999999,0.319559965043952,18.290000915527344,<20 (bull),76.83788562003431,>70 (overbought)
CRWD,P,2027-06-17,2026-05-13,2026-05-20,7,4599.25,3645.66,953.5900000000001,0.2073359786921781,17.8700008392334,<20 (bull),88.39953677591234,>70 (overbought)
CRWD,P,2026-07-17,2026-05-08,2026-05-11,3,2694.28,2270.66,423.62000000000035,0.1572293896699676,17.190000534057617,<20 (bull),77.41021313688447,>70 (overbought)
CRWD,C,2026-09-18,2026-03-31,2026-05-08,38,1959.34,8938.66,-6979.32,-3.5620770259373056,25.25,20-35 (pause zone),31.543197510059414,30-70 (neutral)
